"2017/10/07 6:17:27 PM GMT-3","Entre 18 e 24 anos","estudante","Não","Apenas pessoal","Uma vez por semana","Menos de 15 minutos","Blogs sobre o tema","Posologia/receitas;Contraindicações","Encontrar informações confiáveis;Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/07 7:33:48 PM GMT-3","Entre 25 e 32 anos","estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Menos de 15 minutos","Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações","Encontrar informações confiáveis;Pouca informação sobre as plantas"
"2017/10/07 7:36:23 PM GMT-3","Entre 18 e 24 anos","Estudante ","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Blogs sobre o tema","Identificação das plantas;Contraindicações","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/07 7:41:38 PM GMT-3","Entre 18 e 24 anos","Historiadora e professora.","Não","Apenas pessoal","Uma vez por semana","Mais de uma hora e meia","Grupos de discussão em redes sociais;Grupos de discussão por e-mail;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/07 7:54:34 PM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/07 7:58:33 PM GMT-3","Entre 18 e 24 anos","Suqueira","Não","Apenas pessoal","Cerca de três vezes por semana","Menos de 15 minutos","Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas;propriedades","Identificar corretamente as plantas;Encontrar informações confiáveis"
"2017/10/07 8:50:29 PM GMT-3","Menos de 18 anos","Estudante ","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Menos de 15 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais","Identificação das plantas;Posologia/receitas;Contraindicações","Identificar corretamente as plantas;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/07 8:57:46 PM GMT-3","Entre 41 e 55 anos","psicologa","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Menos de 15 minutos","Blogs sobre o tema;Sites especializados","Posologia/receitas","Identificar corretamente as plantas"
"2017/10/07 9:24:41 PM GMT-3","Menos de 18 anos","Estudante","Não","Apenas pessoal","Todos os dias","Entre 15 e 45 minutos","Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas","Encontrar informações confiáveis;Pouca informação sobre as plantas"
"2017/10/07 9:30:42 PM GMT-3","Menos de 18 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Posologia/receitas;Contraindicações","Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/07 9:40:40 PM GMT-3","Entre 41 e 55 anos","Escultora","Não","Apenas pessoal","Cerca de três vezes por semana","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/07 9:44:48 PM GMT-3","Entre 41 e 55 anos","Bancária","Não","Apenas pessoal","Todos os dias","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Informações contraditórias em sites ou meios diferentes"
"2017/10/07 9:44:48 PM GMT-3","Entre 41 e 55 anos","Bancária","Não","Apenas pessoal","Todos os dias","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Informações contraditórias em sites ou meios diferentes"
"2017/10/07 9:44:54 PM GMT-3","Entre 33 e 40 anos","Professora","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Mais de uma hora e meia","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas;Indicações","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/07 9:45:35 PM GMT-3","Menos de 18 anos","Estudante ","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Menos de 15 minutos","Páginas de redes sociais","Identificação das plantas;Posologia/receitas","Encontrar informações confiáveis"
"2017/10/07 9:46:34 PM GMT-3","Entre 41 e 55 anos","autonoma","Não","Apenas pessoal","Cerca de três vezes por semana","Entre 45 minutos e uma hora e meia","Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas","Identificar corretamente as plantas;Informações contraditórias em sites ou meios diferentes"
"2017/10/07 9:47:43 PM GMT-3","Entre 25 e 32 anos","Estagiária","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Grupos de discussão por e-mail;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Posologia/receitas","Informações contraditórias em sites ou meios diferentes"
"2017/10/07 10:46:42 PM GMT-3","Entre 33 e 40 anos","Vendedora e estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas","Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/07 10:53:17 PM GMT-3","Entre 18 e 24 anos","Estudante ","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações","Identificar corretamente as plantas;Informações contraditórias em sites ou meios diferentes"
"2017/10/07 10:56:50 PM GMT-3","Entre 25 e 32 anos","Psicologa","Não","Apenas pessoal","Todos os dias","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema","Identificação das plantas;Posologia/receitas;Contraindicações","Identificar corretamente as plantas;Encontrar informações confiáveis;Pouca informação sobre as plantas"
"2017/10/07 11:05:46 PM GMT-3","Entre 33 e 40 anos","administradora","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Mais de uma hora e meia","Sites especializados","Posologia/receitas","Identificar corretamente as plantas"
"2017/10/07 11:05:55 PM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 45 minutos e uma hora e meia","Blogs sobre o tema;Sites especializados","Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis"
"2017/10/07 11:16:30 PM GMT-3","Entre 18 e 24 anos","estudante","Não","Apenas pessoal","Uma vez por semana","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Posologia/receitas;Contraindicações","Identificar corretamente as plantas;Pouca informação sobre as plantas;Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/07 11:45:28 PM GMT-3","Entre 25 e 32 anos","professora","Não","Apenas pessoal","Uma vez por semana","Menos de 15 minutos","Blogs sobre o tema;Sites especializados","Posologia/receitas","Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/07 11:51:21 PM GMT-3","Entre 33 e 40 anos","Técnico Em Eletronica","Não","Apenas pessoal","Uma vez por semana","Entre 45 minutos e uma hora e meia","Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas","Encontrar informações confiáveis;Pouca informação sobre as plantas;Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/08 12:53:40 AM GMT-3","Entre 33 e 40 anos","Jornalista","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Mais de uma hora e meia","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações","Encontrar informações confiáveis;Pouca informação sobre as plantas"
"2017/10/08 3:24:32 AM GMT-3","Entre 18 e 24 anos","estudante","Não","Apenas pessoal","Uma vez por semana","Entre 45 minutos e uma hora e meia","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações","Identificar corretamente as plantas;Encontrar informações confiáveis"
"2017/10/08 3:28:06 AM GMT-3","Entre 33 e 40 anos","Professor","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/08 3:54:40 AM GMT-3","Mais de 55 anos","Professora","Não","Apenas pessoal","Cerca de três vezes por semana","Menos de 15 minutos","Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Encontrar informações confiáveis;Pouca informação sobre as plantas"
"2017/10/08 4:30:41 AM GMT-3","Entre 18 e 24 anos","estudante","Sim","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas;lugares onde são comuns, forma de cultivo","Identificar corretamente as plantas;Pouca informação sobre as plantas"
"2017/10/08 6:23:44 AM GMT-3","Entre 33 e 40 anos","Bióloga","Sim","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 45 minutos e uma hora e meia","Grupos de discussão em redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/08 6:48:30 AM GMT-3","Entre 18 e 24 anos","Universitário ","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 45 minutos e uma hora e meia","Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações","Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/08 7:04:40 AM GMT-3","Entre 25 e 32 anos","professora ","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Grupos de discussão por e-mail;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas;Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/08 7:17:43 AM GMT-3","Entre 25 e 32 anos","diarista","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 45 minutos e uma hora e meia","Sites especializados","Identificação das plantas","Encontrar informações confiáveis"
"2017/10/08 7:43:32 AM GMT-3","Entre 18 e 24 anos","Último semestre de Biologia. Quase Biólogo ","Sim","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Blogs sobre o tema","Posologia/receitas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/08 8:33:19 AM GMT-3","Entre 33 e 40 anos","Vendedora","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Menos de 15 minutos","Blogs sobre o tema","Identificação das plantas;Plantas tóxicas","Identificar corretamente as plantas"
"2017/10/08 11:01:32 AM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 45 minutos e uma hora e meia","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/08 11:18:03 AM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Menos de 15 minutos","Grupos de discussão em redes sociais;Sites especializados","Identificação das plantas;Posologia/receitas","Identificar corretamente as plantas;Encontrar informações confiáveis"
"2017/10/08 12:15:20 PM GMT-3","Entre 25 e 32 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Menos de 15 minutos","Sites especializados","Posologia/receitas","Identificar corretamente as plantas;Encontrar informações confiáveis"
"2017/10/08 12:29:48 PM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 45 minutos e uma hora e meia","Grupos de discussão em redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/08 12:34:47 PM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;efeitos a partir da abordagem da aromaterapia, ayurveda...","Identificar corretamente as plantas;Pouca informação sobre as plantas"
"2017/10/08 12:44:25 PM GMT-3","Entre 41 e 55 anos","aposentada","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Blogs sobre o tema;Sites especializados","Posologia/receitas","Identificar corretamente as plantas;Pouca informação sobre as plantas;Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/08 1:26:56 PM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/08 1:39:20 PM GMT-3","Entre 33 e 40 anos","autônoma ","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Sites especializados","Posologia/receitas","Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/08 1:40:08 PM GMT-3","Entre 41 e 55 anos","EDUCADORA","Não","Apenas pessoal","Todos os dias","Entre 45 minutos e uma hora e meia","Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas;USOS MÁGICOS E RITUALÍSTICOS,  ETNOBOTANICA","Identificar corretamente as plantas;Encontrar informações confiáveis;Pouca informação sobre as plantas"
"2017/10/08 3:48:06 PM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Sites especializados","Identificação das plantas;Contraindicações;Usos","Identificar corretamente as plantas;Informações contraditórias em sites ou meios diferentes"
"2017/10/08 4:32:46 PM GMT-3","Mais de 55 anos","professora","Não","Apenas pessoal","Uma vez por semana","Entre 45 minutos e uma hora e meia","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas;Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/08 5:46:36 PM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/08 6:31:31 PM GMT-3","Entre 25 e 32 anos","Desempregada","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Menos de 15 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Pouca informação sobre as plantas;Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/08 7:21:41 PM GMT-3","Entre 18 e 24 anos","estudante de biologia","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema","Posologia/receitas","Encontrar informações confiáveis;Pouca informação sobre as plantas"
"2017/10/08 7:26:23 PM GMT-3","Entre 25 e 32 anos","Economista","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/08 11:12:48 PM GMT-3","Entre 18 e 24 anos","estudante","Sim","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Pouca informação sobre as plantas"
"2017/10/08 11:49:14 PM GMT-3","Entre 18 e 24 anos","Auxiliar Administrativo","Não","Apenas pessoal","Todos os dias","Menos de 15 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas","Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/09 4:01:25 AM GMT-3","Entre 18 e 24 anos"," estudante","Não","Apenas pessoal","Uma vez por semana","Entre 15 e 45 minutos","Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações","Encontrar informações confiáveis;Pouca informação sobre as plantas;Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/09 7:18:59 AM GMT-3","Entre 25 e 32 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 45 minutos e uma hora e meia","Sites especializados","Identificação das plantas","Identificar corretamente as plantas"
"2017/10/09 12:56:00 PM GMT-3","Mais de 55 anos","Professora aposentada","Não","Apenas pessoal","Todos os dias","Mais de uma hora e meia","Páginas de redes sociais;Sites especializados","Identificação das plantas;Posologia/receitas","Identificar corretamente as plantas;Informações contraditórias em sites ou meios diferentes"
"2017/10/09 1:02:19 PM GMT-3","Entre 33 e 40 anos","Agente de relaciinamento","Não","Apenas pessoal","Cerca de três vezes por semana","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Sites especializados","Identificação das plantas;Posologia/receitas;Beneficios, melhor modo de utilizar","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas;Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/09 1:11:57 PM GMT-3","Entre 41 e 55 anos","Administradora de empresas","Não","Apenas pessoal","Cerca de três vezes por semana","Entre 15 e 45 minutos","Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações","Identificar corretamente as plantas;Pouca informação sobre as plantas"
"2017/10/09 1:17:51 PM GMT-3","Entre 41 e 55 anos","Do lar","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Menos de 15 minutos","Páginas de redes sociais","Posologia/receitas","Encontrar informações confiáveis"
"2017/10/09 1:26:04 PM GMT-3","Entre 41 e 55 anos","Analsta de Suprimentos hospitalar","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Páginas de redes sociais;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/09 1:56:13 PM GMT-3","Entre 18 e 24 anos","Agircultor Organico ","Sim","Apenas pessoal","Uma vez por semana","Entre 45 minutos e uma hora e meia","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/09 2:18:08 PM GMT-3","Entre 41 e 55 anos","Artesão","Não","Apenas pessoal","Cerca de três vezes por semana","Entre 45 minutos e uma hora e meia","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/09 3:15:29 PM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Menos de 15 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas","Encontrar informações confiáveis;Pouca informação sobre as plantas"
"2017/10/09 6:01:17 PM GMT-3","Mais de 55 anos","Do lar","Sim","Apenas pessoal","Uma vez por semana","Entre 45 minutos e uma hora e meia","Sites especializados","Identificação das plantas","Encontrar informações confiáveis"
"2017/10/09 6:04:43 PM GMT-3","Mais de 55 anos","Auxiliar Farmácia  (Aposentada )","Sim","Apenas pessoal","Uma vez por semana","Entre 45 minutos e uma hora e meia","Sites especializados","Identificação das plantas","Identificar corretamente as plantas"
"2017/10/09 6:04:45 PM GMT-3","Mais de 55 anos","Auxiliar Farmácia  (Aposentada )","Sim","Apenas pessoal","Uma vez por semana","Entre 45 minutos e uma hora e meia","Sites especializados","Identificação das plantas","Identificar corretamente as plantas"
"2017/10/09 6:16:01 PM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Menos de 15 minutos","Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;modo de uso e evidências","Identificar corretamente as plantas;Encontrar informações confiáveis;Encontrar os sites e grupos para realizar as pesquisas"
"2017/10/09 6:38:47 PM GMT-3","Entre 41 e 55 anos","Protético odontológico ","Não","Apenas pessoal","Cerca de três vezes por semana","Entre 15 e 45 minutos","Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações","Encontrar informações confiáveis;Pouca informação sobre as plantas"
"2017/10/09 7:05:23 PM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Cerca de três vezes por semana","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/09 9:01:35 PM GMT-3","Mais de 55 anos","Enfermeira","Não","Apenas pessoal","Todos os dias","Entre 15 e 45 minutos","Sites especializados","Identificação das plantas;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis"
"2017/10/09 9:15:24 PM GMT-3","Mais de 55 anos","Doméstica","Sim","Apenas pessoal","Todos os dias","Entre 15 e 45 minutos","Páginas de redes sociais","Posologia/receitas","Pouca informação sobre as plantas"
"2017/10/09 9:34:11 PM GMT-3","Entre 18 e 24 anos","Músico","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Blogs sobre o tema;Sites especializados","Posologia/receitas","Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/09 10:00:04 PM GMT-3","Entre 18 e 24 anos","Estudante","Não","Apenas pessoal","Uma vez por semana","Entre 15 e 45 minutos","Blogs sobre o tema;Sites especializados","Posologia/receitas;Contraindicações","Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/10 1:12:56 PM GMT-3","Entre 25 e 32 anos","Gestora ambiental","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Grupos de discussão em redes sociais;Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis"
"2017/10/10 3:45:42 PM GMT-3","Entre 18 e 24 anos","Estudante","Sim","Apenas pessoal","Cerca de três vezes por semana","Menos de 15 minutos","Grupos de discussão em redes sociais;Blogs sobre o tema;Sites especializados","Posologia/receitas","Encontrar informações confiáveis"
"2017/10/10 6:50:41 PM GMT-3","Mais de 55 anos","DOMESTICA","Não","Apenas pessoal","Cerca de três vezes por semana","Menos de 15 minutos","Páginas de redes sociais","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes;Pouca informação sobre as plantas"
"2017/10/11 10:08:43 AM GMT-3","Entre 33 e 40 anos","Psicóloga ","Não","Apenas pessoal","Esporadicamente ou de acordo com a necessidade","Entre 15 e 45 minutos","Páginas de redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas","Identificar corretamente as plantas;Encontrar informações confiáveis"
"2017/10/12 6:59:43 PM GMT-3","Mais de 55 anos","Professora","Não","Apenas pessoal","Uma vez por semana","Menos de 15 minutos","Páginas de redes sociais;Sites especializados","Identificação das plantas;Posologia/receitas","Identificar corretamente as plantas;Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
"2017/10/13 3:22:40 PM GMT-3","Entre 41 e 55 anos","Historiadora","Não","Apenas pessoal","Todos os dias","Mais de uma hora e meia","Grupos de discussão em redes sociais;Blogs sobre o tema;Sites especializados","Identificação das plantas;Posologia/receitas;Contraindicações;Plantas tóxicas;Pesquisas etnobotanicas","Encontrar informações confiáveis;Informações contraditórias em sites ou meios diferentes"
